seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ja_accuracy,eval_en_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ja_accuracy,final_eval_en_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,distilbert-base-multilingual-cased,udpos,baseline,1115,0,0,0,0.09196508675813675,0,0.09196508675813675,0.9671653241273495,0.4340371986945067,0.700601261410928,0.9671653241273495,0.9671653241273495,0.4340371986945067,0.700601261410928,0.9671653241273495
42,distilbert-base-multilingual-cased,udpos,baseline,1115,0,0,0,0.06688787043094635,0,0.06688787043094635,0.966705024932873,0.49172270064095003,0.7292138627869116,0.966705024932873,0.966705024932873,0.49172270064095003,0.7292138627869116,0.966705024932873
66,distilbert-base-multilingual-cased,udpos,baseline,1115,0,0,0,0.05665770173072815,0,0.05665770173072815,0.9669351745301112,0.5007667807007196,0.7338509776154154,0.9669351745301112,0.9669351745301112,0.5007667807007196,0.7338509776154154,0.9669351745301112
23,distilbert-base-multilingual-cased,udpos,baseline,1115,0,0,0,0.06543724983930588,0,0.06543724983930588,0.9663214422708094,0.48794778026817665,0.727134611269493,0.9663214422708094,0.9663214422708094,0.48794778026817665,0.727134611269493,0.9663214422708094
17,distilbert-base-multilingual-cased,udpos,baseline,1115,0,0,0,0.09259480983018875,0,0.09259480983018875,0.9673954737245877,0.4597538437340254,0.7135746587293066,0.9673954737245877,0.9673954737245877,0.4597538437340254,0.7135746587293066,0.9673954737245877
