seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_el_accuracy,eval_en_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_el_accuracy,final_eval_en_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,distilbert-base-multilingual-cased,udpos,baseline,305,0,0,0,0.1270045042037964,0,0.1270045042037964,0.9654320987654321,0.6729188785340726,0.8191754886497524,0.9654320987654321,0.9654320987654321,0.6729188785340726,0.8191754886497524,0.9654320987654321
42,distilbert-base-multilingual-cased,udpos,baseline,305,0,0,0,0.13701215386390686,0,0.13701215386390686,0.9662551440329218,0.6735480319295348,0.8199015879812284,0.9662551440329218,0.9662551440329218,0.6735480319295348,0.8199015879812284,0.9662551440329218
66,distilbert-base-multilingual-cased,udpos,baseline,305,0,0,0,0.10336218029260635,0,0.10336218029260635,0.9691815272062185,0.64680901262239,0.8079952699143043,0.9691815272062185,0.9691815272062185,0.64680901262239,0.8079952699143043,0.9691815272062185
23,distilbert-base-multilingual-cased,udpos,baseline,305,0,0,0,0.1428246945142746,0,0.1428246945142746,0.9678097850937357,0.6797609217097244,0.8237853534017301,0.9678097850937357,0.9678097850937357,0.6797609217097244,0.8237853534017301,0.9678097850937357
17,distilbert-base-multilingual-cased,udpos,baseline,305,0,0,0,0.11176791042089462,0,0.11176791042089462,0.9656149977137631,0.6322598403523259,0.7989374190330445,0.9656149977137631,0.9656149977137631,0.6322598403523259,0.7989374190330445,0.9656149977137631
