seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_es_accuracy,eval_en_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_es_accuracy,final_eval_en_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,distilbert-base-multilingual-cased,udpos,baseline,2245,0,0,0,0.056848764419555664,0,0.056848764419555664,0.965194000652103,0.7880932719908773,0.8766436363214902,0.965194000652103,0.965194000652103,0.7880932719908773,0.8766436363214902,0.965194000652103
42,distilbert-base-multilingual-cased,udpos,baseline,2245,0,0,0,0.05802048370242119,0,0.05802048370242119,0.9660091294424519,0.7761000353898785,0.8710545824161652,0.9660091294424519,0.9660091294424519,0.7761000353898785,0.8710545824161652,0.9660091294424519
66,distilbert-base-multilingual-cased,udpos,baseline,2245,0,0,0,0.06689339876174927,0,0.06689339876174927,0.9654385392892076,0.7862058118044906,0.8758221755468492,0.9654385392892076,0.9654385392892076,0.7862058118044906,0.8758221755468492,0.9654385392892076
23,distilbert-base-multilingual-cased,udpos,baseline,2245,0,0,0,0.05155491828918457,0,0.05155491828918457,0.9646234104988588,0.7954465023003421,0.8800349563996004,0.9646234104988588,0.9646234104988588,0.7954465023003421,0.8800349563996004,0.9646234104988588
17,distilbert-base-multilingual-cased,udpos,baseline,2245,0,0,0,0.11975610256195068,0,0.11975610256195068,0.9660091294424519,0.7908458180960245,0.8784274737692381,0.9660091294424519,0.9660091294424519,0.7908458180960245,0.8784274737692381,0.9660091294424519
