seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_vi_accuracy,eval_en_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_vi_accuracy,final_eval_en_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,distilbert-base-multilingual-cased,udpos,baseline,220,0,0,0,0.3803785443305969,0,0.3803785443305969,0.8568799665411961,0.4210609099130982,0.6389704382271472,0.8568799665411961,0.8568799665411961,0.4210609099130982,0.6389704382271472,0.8568799665411961
42,distilbert-base-multilingual-cased,udpos,baseline,220,0,0,0,0.4188444912433624,0,0.4188444912433624,0.859723964868256,0.4336832999095592,0.6467036323889076,0.859723964868256,0.859723964868256,0.4336832999095592,0.6467036323889076,0.859723964868256
66,distilbert-base-multilingual-cased,udpos,baseline,220,0,0,0,0.4056636095046997,0,0.4056636095046997,0.8579673776662484,0.41052259053910584,0.6342449841026772,0.8579673776662484,0.8579673776662484,0.41052259053910584,0.6342449841026772,0.8579673776662484
23,distilbert-base-multilingual-cased,udpos,baseline,220,0,0,0,0.37795209884643555,0,0.37795209884643555,0.8603094939355918,0.43100939797884474,0.6456594459572182,0.8603094939355918,0.8603094939355918,0.43100939797884474,0.6456594459572182,0.8603094939355918
17,distilbert-base-multilingual-cased,udpos,baseline,220,0,0,0,0.43861985206604004,0,0.43861985206604004,0.859305729820159,0.366521174943966,0.6129134523820625,0.859305729820159,0.859305729820159,0.366521174943966,0.6129134523820625,0.859305729820159
