seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_it_accuracy,eval_en_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_it_accuracy,final_eval_en_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,distilbert-base-multilingual-cased,udpos,baseline,2085,0,0,0,0.03651643544435501,0,0.03651643544435501,0.9846691769768693,0.8359482521332232,0.9103087145550463,0.9846691769768693,0.9846691769768693,0.8359482521332232,0.9103087145550463,0.9846691769768693
42,distilbert-base-multilingual-cased,udpos,baseline,2085,0,0,0,0.01910841464996338,0,0.01910841464996338,0.984758830912677,0.844009280012583,0.91438405546263,0.984758830912677,0.984758830912677,0.844009280012583,0.91438405546263,0.984758830912677
66,distilbert-base-multilingual-cased,udpos,baseline,2085,0,0,0,0.0379779078066349,0,0.0379779078066349,0.984400215169446,0.8339821477724038,0.9091911814709248,0.984400215169446,0.984400215169446,0.8339821477724038,0.9091911814709248,0.984400215169446
23,distilbert-base-multilingual-cased,udpos,baseline,2085,0,0,0,0.04310053586959839,0,0.04310053586959839,0.9840415994262148,0.8412960559946522,0.9126688277104336,0.9840415994262148,0.9840415994262148,0.8412960559946522,0.9126688277104336,0.9840415994262148
17,distilbert-base-multilingual-cased,udpos,baseline,2085,0,0,0,0.05139968544244766,0,0.05139968544244766,0.9852967545275237,0.8326058747198302,0.908951314623677,0.9852967545275237,0.9852967545275237,0.8326058747198302,0.908951314623677,0.9852967545275237
