seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_bg_accuracy,eval_en_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_bg_accuracy,final_eval_en_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,distilbert-base-multilingual-cased,udpos,baseline,1395,0,0,0,0.04387591779232025,0,0.04387591779232025,0.9856270669040956,0.7326491290157682,0.8591380979599319,0.9856270669040956,0.9856270669040956,0.7326491290157682,0.8591380979599319,0.9856270669040956
42,distilbert-base-multilingual-cased,udpos,baseline,1395,0,0,0,0.027454020455479622,0,0.027454020455479622,0.9860086491986771,0.7457040619716094,0.8658563555851433,0.9860086491986771,0.9860086491986771,0.7457040619716094,0.8658563555851433,0.9860086491986771
66,distilbert-base-multilingual-cased,udpos,baseline,1395,0,0,0,0.03277795389294624,0,0.03277795389294624,0.9864538285423556,0.7502654240887107,0.8683596263155331,0.9864538285423556,0.9864538285423556,0.7502654240887107,0.8683596263155331,0.9864538285423556
23,distilbert-base-multilingual-cased,udpos,baseline,1395,0,0,0,0.024627573788166046,0,0.024627573788166046,0.9853090816586111,0.7438952459596555,0.8646021638091332,0.9853090816586111,0.9853090816586111,0.7438952459596555,0.8646021638091332,0.9853090816586111
17,distilbert-base-multilingual-cased,udpos,baseline,1395,0,0,0,0.03798530250787735,0,0.03798530250787735,0.9858178580513864,0.7412999882033738,0.8635589231273801,0.9858178580513864,0.9858178580513864,0.7412999882033738,0.8635589231273801,0.9858178580513864
