seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_accuracy,eval_en_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ar_accuracy,final_eval_en_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,distilbert-base-multilingual-cased,udpos,baseline,1305,0,0,0,0.08192537724971771,0,0.08192537724971771,0.9640117994100295,0.5469702331799772,0.7554910162950033,0.9640117994100295,0.9640117994100295,0.5469702331799772,0.7554910162950033,0.9640117994100295
42,distilbert-base-multilingual-cased,udpos,baseline,1305,0,0,0,0.11939141899347305,0,0.11939141899347305,0.9643533612793045,0.568164838189611,0.7662590997344578,0.9643533612793045,0.9643533612793045,0.568164838189611,0.7662590997344578,0.9643533612793045
66,distilbert-base-multilingual-cased,udpos,baseline,1305,0,0,0,0.09308384358882904,0,0.09308384358882904,0.9636391864617295,0.5219613857103536,0.7428002860860415,0.9636391864617295,0.9636391864617295,0.5219613857103536,0.7428002860860415,0.9636391864617295
23,distilbert-base-multilingual-cased,udpos,baseline,1305,0,0,0,0.12462641298770905,0,0.12462641298770905,0.9637944418568545,0.5327749596948606,0.7482847007758575,0.9637944418568545,0.9637944418568545,0.5327749596948606,0.7482847007758575,0.9637944418568545
17,distilbert-base-multilingual-cased,udpos,baseline,1305,0,0,0,0.12518367171287537,0,0.12518367171287537,0.9636702375407545,0.5204278243089143,0.7420490309248344,0.9636702375407545,0.9636702375407545,0.5204278243089143,0.7420490309248344,0.9636702375407545
