seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_fr_accuracy,eval_en_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_fr_accuracy,final_eval_en_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,distilbert-base-multilingual-cased,udpos,baseline,2280,0,0,0,0.0238389503210783,0,0.0238389503210783,0.9770829287240241,0.7895875113051001,0.8833352200145621,0.9770829287240241,0.9770829287240241,0.7895875113051001,0.8833352200145621,0.9770829287240241
42,distilbert-base-multilingual-cased,udpos,baseline,2280,0,0,0,0.031115787103772163,0,0.031115787103772163,0.9773742474266848,0.7889976799968542,0.8831859637117695,0.9773742474266848,0.9773742474266848,0.7889976799968542,0.8831859637117695,0.9773742474266848
66,distilbert-base-multilingual-cased,udpos,baseline,2280,0,0,0,0.03059898130595684,0,0.03059898130595684,0.9769858224898038,0.7847115724902678,0.8808486974900358,0.9769858224898038,0.9769858224898038,0.7847115724902678,0.8808486974900358,0.9769858224898038
23,distilbert-base-multilingual-cased,udpos,baseline,2280,0,0,0,0.04180605709552765,0,0.04180605709552765,0.9771800349582443,0.7733474892847312,0.8752637621214878,0.9771800349582443,0.9771800349582443,0.7733474892847312,0.8752637621214878,0.9771800349582443
17,distilbert-base-multilingual-cased,udpos,baseline,2280,0,0,0,0.02004147879779339,0,0.02004147879779339,0.9783453097688871,0.7996539656324958,0.8889996377006915,0.9783453097688871,0.9783453097688871,0.7996539656324958,0.8889996377006915,0.9783453097688871
