seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_af_accuracy,eval_en_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_af_accuracy,final_eval_en_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,distilbert-base-multilingual-cased,udpos,baseline,215,0,0,0,0.16402670741081238,0,0.16402670741081238,0.9485345255837059,0.7201840273681727,0.8343592764759393,0.9485345255837059,0.9485345255837059,0.7201840273681727,0.8343592764759393,0.9485345255837059
42,distilbert-base-multilingual-cased,udpos,baseline,215,0,0,0,0.1931503266096115,0,0.1931503266096115,0.9536015896671635,0.755849160473438,0.8547253750703008,0.9536015896671635,0.9536015896671635,0.755849160473438,0.8547253750703008,0.9536015896671635
66,distilbert-base-multilingual-cased,udpos,baseline,215,0,0,0,0.17446209490299225,0,0.17446209490299225,0.949826130153999,0.7350870984231843,0.8424566142885916,0.949826130153999,0.949826130153999,0.7350870984231843,0.8424566142885916,0.949826130153999
23,distilbert-base-multilingual-cased,udpos,baseline,215,0,0,0,0.16829614341259003,0,0.16829614341259003,0.9523099850968704,0.7186504659667335,0.8354802255318019,0.9523099850968704,0.9523099850968704,0.7186504659667335,0.8354802255318019,0.9523099850968704
17,distilbert-base-multilingual-cased,udpos,baseline,215,0,0,0,0.141201451420784,0,0.141201451420784,0.9546944858420269,0.7047304470921316,0.8297124664670792,0.9546944858420269,0.9546944858420269,0.7047304470921316,0.8297124664670792,0.9546944858420269
