seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ru_accuracy,eval_en_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ru_accuracy,final_eval_en_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,distilbert-base-multilingual-cased,udpos,baseline,620,0,0,0,0.04795704782009125,0,0.04795704782009125,0.9732244754630849,0.6682395501553222,0.8207320128092035,0.9732244754630849,0.9732244754630849,0.6682395501553222,0.8207320128092035,0.9732244754630849
42,distilbert-base-multilingual-cased,udpos,baseline,620,0,0,0,0.062277901917696,0,0.062277901917696,0.9729611096479677,0.6756321025520035,0.8242966060999856,0.9729611096479677,0.9729611096479677,0.6756321025520035,0.8242966060999856,0.9729611096479677
66,distilbert-base-multilingual-cased,udpos,baseline,620,0,0,0,0.0420692153275013,0,0.0420692153275013,0.9727855324378896,0.6845582163501238,0.8286718743940067,0.9727855324378896,0.9727855324378896,0.6845582163501238,0.8286718743940067,0.9727855324378896
23,distilbert-base-multilingual-cased,udpos,baseline,620,0,0,0,0.07212355732917786,0,0.07212355732917786,0.974716881748749,0.6359954386378829,0.8053561601933159,0.974716881748749,0.974716881748749,0.6359954386378829,0.8053561601933159,0.974716881748749
17,distilbert-base-multilingual-cased,udpos,baseline,620,0,0,0,0.04927844926714897,0,0.04927844926714897,0.9737512070933193,0.6321418740906767,0.802946540591998,0.9737512070933193,0.9737512070933193,0.6321418740906767,0.802946540591998,0.9737512070933193
